Gender,Age,Overweight family,Eats high caloric,eats vegatables ,number meals per day,eats food betw meals,smokes,water intake,monitors calories,frequency of physical activity,daily time spent on tech,alc consumption,mode of transport,obesity level
1,26.758516,2,1,2.652958,2.488189,2,2,2,2,3,1.196624,1,1,3
1,21.033794,2,1,2,1,1,2,2.00876,2,1.64229,1,2,4,3
1,22.429812,2,1,2,1,1,2,2.069184,2,1.739898,1,2,4,3
1,26.650419,2,1,1.27785,3.999591,2,2,2.495944,2,1.11443,2,1,1,3
1,21.618246,1,1,2,3,2,2,1.957871,2,1.994593,1.227313,2,4,3
2,21.012542,1,1,1.729824,3.612941,1,2,2.043703,2,1.563228,1.436643,2,4,3
2,21.071195,1,1,1.452524,3.950553,1,2,2.109858,2,1.518847,2.294633,2,4,3
1,19.741202,1,1,2,3,2,2,2.177386,2,1.446824,1.114823,2,4,3
1,19.21638,1,1,2,3,2,2,2.168651,2,1.977998,1.243638,2,4,3
2,42.24475,1,1,3,2.951837,2,2,2.112032,2,1.478684,1,2,1,3
1,22.283082,1,1,2,2.799979,2,2,1.081333,2,1.444447,2,2,4,3
1,21.086512,1,1,2,3,2,2,1.005727,2,1,1.798329,2,4,3
1,23.451595,1,1,2,3,2,2,2,2,1.239264,2.983678,2,4,3
1,22.740275,1,1,2,3,2,2,2,2,1,3,2,4,3
1,18.900253,1,1,2,2.228113,2,2,2.045004,2,2.394665,1.962816,3,4,3
1,23.170309,1,1,2.303367,3.042774,2,2,1.277636,2,1.944983,1.366236,2,4,3
2,32.997118,1,1,2.948425,1.198643,2,2,1,2,1,1.273796,2,1,3
2,32.501143,1,1,2.291846,1.555557,2,2,1,2,1,1.388372,2,1,3
2,21.938831,1,1,1.906194,3.987707,2,2,2.597746,2,2.933344,2.376234,2,4,3
2,21.909534,1,1,1.834155,3.995957,2,2,2.632871,2,2.346224,2.981875,2,4,3
1,21,2,1,2,1,1,2,3,2,2,1,2,4,3
2,37.455752,1,1,2.048582,1.047197,2,2,2,2,1.25246,1.33596,2,1,3
2,40,1,1,2.948248,3,2,2,2.429911,2,1.22964,1.361293,2,1,3
2,38.943282,1,1,2.869436,3,2,2,2.972426,2,3.26179,1.315954,2,1,3
2,21.987341,1,1,2.293705,1,2,2,2,2,3.164944,1,2,4,3
2,21.198217,1,1,2.510583,1,2,2,2,2,3.229683,1,2,4,3
1,21,2,1,2,1,1,2,3,2,2,1,2,4,3
1,21,2,1,2,1,1,2,3,2,2,1,2,4,3
1,21,2,1,2,1,1,2,3,2,2,1,2,4,3
1,21,2,1,2,1,1,2,3,2,2,1,2,4,3
1,21,2,1,2,1,1,2,3,2,2,1,2,4,3
2,29.32038,1,1,2.366949,3,2,2,1.926577,2,2.582343,1,2,1,3
2,31.255587,1,1,2.615788,3,2,2,1.771781,2,1.759433,1.686539,2,1,3
1,22.851773,1,1,3,1,2,2,2,2,3.425984,1,2,4,3
1,26,1,1,2.217267,1.193589,2,2,2,2,3,1,2,4,3
1,19.789291,1,1,3,3,2,2,2.759246,2,2.764377,1.453324,2,4,3
1,19.895877,1,1,2.801514,3,2,2,2.734782,2,3.317882,1.243675,2,4,3
1,19.693804,1,1,2.188722,3,2,2,2.721356,2,2.538968,2,2,4,3
1,19.226314,1,1,2.971351,3.390143,2,2,2.133767,2,3.428493,1.678628,2,4,3
1,21.652229,1,1,2.086093,3.546352,2,2,2.081121,2,2.994666,1.673835,2,4,3
2,21.687409,1,1,1.901611,3.266501,1,2,2.926995,2,1.985873,1.317983,2,4,3
2,21.455463,1,1,1.977298,3.554974,1,2,2.217957,2,1.97823,1.459759,2,4,3
2,21,1,1,2.446872,2.372311,2,2,1.81031,2,1.194894,2.651778,2,4,3
2,21,1,1,2.839048,2.10601,2,2,1.639202,2,2.227422,1.967929,2,4,3
1,19.337404,1,1,2.21232,4,2,2,2.374044,2,3,1.633638,2,4,3
1,21.701643,1,1,2.427689,3.715306,2,2,2.876096,2,2.825768,1.436465,2,4,3
1,21.620245,1,1,2.357496,3.376717,2,2,2.184843,2,2.458285,1.124885,2,4,3
2,21.012569,1,1,3,1,2,2,2,2,3.972843,1,2,4,3
2,21.016623,1,1,3,1,2,2,2,2,3.877474,1,2,4,3
2,19,1,1,1.078529,1.211606,2,2,2.568063,2,4,1.827983,1,4,3
1,21,1,1,2,3,2,2,1.333707,2,2,1,2,4,3
1,21,1,1,2,3,2,2,1.164062,2,2,1,2,4,3
2,27.899784,1,1,2,3,2,2,2,2,2.733154,1,2,1,3
1,28.825223,1,1,1.064162,3.98955,2,2,2.028426,2,1.82527,1.894678,2,4,3
1,26.047077,1,1,1.993101,3.171082,2,2,2.364498,2,2.334744,1.133345,2,4,3
1,23,1,1,2.620963,3,2,2,2.824559,2,1.754599,3,2,4,3
1,20,1,1,2.95118,3,2,2,3,2,3.444928,1.562613,2,4,3
2,21.832995,2,1,2.021446,3,2,2,1.077917,2,1.534847,1.818599,2,4,3
2,30.255744,1,1,2,3,2,2,1,2,1,1.128877,2,1,3
2,30.613586,1,1,2.000466,3,2,2,1.131448,2,1.162466,1,2,1,3
1,23.245408,1,1,2.5621,3.105007,2,2,1.172427,2,1.284927,1.933183,2,4,3
2,18,2,1,2,3,2,2,1.040342,1,1.497474,2.783329,2,4,3
2,18,2,1,2,3,2,2,1.274718,1,1.239913,1.978574,2,4,3
2,16.950499,1,1,2.96008,1,2,2,2,1,1.746143,2.344173,1,4,3
2,21.837058,2,1,2.53915,1.590982,2,2,1.977801,2,2.364626,1,2,4,3
2,27,2,1,2.244142,1.704828,2,2,1,2,1.793939,1.395468,2,4,3
2,35.483601,1,2,3,2.725012,2,2,1.62244,2,1.913662,1,2,1,3
1,23.801436,1,1,2,2.372339,2,2,1.675733,2,2.166342,2,2,1,3
1,23.367212,1,1,2,1.097312,2,2,1.328835,2,2.364357,2,2,1,3
2,40,1,1,2.253371,3,2,2,2.756916,2,2.126143,1.323437,2,1,3
2,16.38009,1,1,2.851664,1,2,2,2,2,1.977939,2.765332,1,4,3
2,16.865984,1,1,1.31415,1.068196,2,2,1.364957,1,1,1.157936,1,4,3
2,16.093234,1,1,1.321028,1,2,2,2,1,1.472453,1.965614,1,4,3
2,18,1,1,2,1.411685,2,2,1.859089,2,1,2.316,1,4,3
2,18.83919,1,1,2.253998,2.752318,2,2,2.328331,2,1.825519,1.134188,1,4,3
2,19.726522,2,1,2.778079,3,2,2,1.696691,1,1.94334,1.879935,2,4,3
2,18.947102,2,1,2.838037,2.737571,2,2,1.144467,1,1.754783,2.386844,2,4,3
2,17.781183,1,1,3,2.973504,2,2,2,1,1.278976,1.266176,2,4,3
1,33.100581,2,1,2.814453,2.608055,2,2,1.85916,2,3,1.526184,1,1,3
2,33.251015,1,1,2.013782,2.625942,2,2,1.045586,2,1.554415,1.481324,2,1,3
2,18.985119,1,1,2,1.411808,2,2,2.651194,2,3.878424,1.953842,1,4,3
2,18.871917,1,1,2,1.095223,2,2,2.474132,2,3.876696,1.7939,1,4,3
1,19.478533,1,1,2.459976,3.30846,2,2,2.078011,2,2.779646,1.872773,2,4,3
1,19.429723,1,1,2.643183,3.821461,2,2,2.397124,2,3.144265,1.472663,2,4,3
2,20.979254,1,1,2,3,2,2,2.813234,2,1.338754,3,3,4,3
2,18.869151,1,1,2,2.658639,2,2,2.781628,2,2.955993,2.419298,3,4,3
2,18.236087,1,1,2.22399,1,2,2,2.20312,2,1.214452,2.899173,1,4,3
2,20.901393,1,1,2.104105,3,2,2,1.871033,2,2,1,2,4,3
2,17.08525,2,1,1.972545,2.339614,2,2,1.711074,1,1.195527,2.292153,2,4,3
1,25.785925,2,1,2.286481,1.713762,2,2,1.797161,2,2.658698,1.936582,1,1,3
1,26.787842,2,1,2.971588,2.743277,2,2,1.394883,2,3,1.471343,1,1,3
1,21.037514,2,1,2,1,1,2,2.881677,2,1.925699,1,2,4,3
1,21.00829,2,1,2,1,1,2,2.795651,2,1.81874,1,2,4,3
1,26.70371,1,1,2.872121,3.051804,2,2,2.111913,2,1.844719,1.253559,2,1,3
1,21.731497,1,1,2.109162,3.245148,2,2,1.971774,2,1.989445,1,2,4,3
1,21.052894,1,1,2.178889,3.563744,2,2,1.853991,2,1.997742,1,2,4,3
2,21,1,1,1.142468,3,1,2,2.197732,2,1.837516,1.573877,2,4,3
1,19.241058,1,1,2.047069,3.829101,2,2,1.641022,2,2.554827,1.348328,2,4,3
2,38.939448,2,1,2.843709,3.058539,2,2,1.130079,2,3.844474,1.144954,2,1,3
2,39.965474,2,1,2.416044,3.196043,2,2,1.352649,2,1.248638,2.18366,2,1,3
1,20.261925,1,1,2,3,2,2,1.968011,2,2.173663,1.776758,2,4,3
1,20.31094,1,1,2.146598,3,2,2,2.100112,2,2.27226,1.833762,2,4,3
1,21.420537,1,1,2,3,2,2,1.362642,2,1.932368,1.239123,2,4,3
2,18.845518,1,1,2,1.391778,2,2,2.64548,2,3.685187,1.97554,1,4,3
1,23.562135,1,1,2,3,2,2,2,2,1.232585,2.967359,2,4,3
1,23.118327,1,1,2,3,2,2,2,2,1.444579,2.915836,2,4,3
2,33.732714,1,1,3,1.13715,2,2,1.000695,2,1.362374,1,2,1,3
2,21.571288,1,1,1.766849,3.322522,2,2,2.616285,2,1.944158,1.356977,2,4,3
2,21.165574,1,1,1.188089,3.269088,2,2,2.039535,2,1.779686,2.143218,2,4,3
1,21,2,1,1.910176,2.938135,1,2,2.943097,2,1.997313,1.317933,2,4,3
1,21,2,1,2,1.259628,1,2,3,2,2,1,2,4,3
2,38.692265,1,1,2.956671,2.965494,2,2,2.868132,2,1,1.54935,2,1,3
2,38.952866,1,1,2.002796,3,2,2,2.526775,2,1.372274,1.816169,2,1,3
2,36.631456,1,1,2.288604,2.845307,2,2,2.638164,2,1,1.991742,2,1,3
2,21.996118,1,1,2.277077,1,2,2,2,2,2.162744,1,2,4,3
2,21.951309,1,1,2.138334,1,2,2,2,2,3.369158,1,2,4,3
1,22.018228,2,1,2,1,1,2,2.976177,2,1.781227,1,2,4,3
1,21,2,1,2,1,1,2,3,2,2,1,2,4,3
1,21,2,1,2,1,1,2,3,2,2,1,2,4,3
1,21,2,1,2,1,1,2,3,2,2,1,2,4,3
2,29.934465,1,1,2.029634,3,2,2,1.827515,2,1.481316,1,2,1,3
2,31.166572,1,1,2.048216,3,2,2,1.305816,2,1.271453,1.376816,2,1,3
2,20.534606,1,1,2.8557,1,2,2,2.663861,2,3.763722,1.783336,2,4,3
1,19.97166,1,1,2.995599,3.095663,2,2,2.568157,2,3.7344,1.331457,2,4,3
1,19.627,1,1,2.987148,3.483449,2,2,2.359246,2,3.161425,1.598999,2,4,3
1,21.929387,1,1,2,3,2,2,2.763573,2,2.513722,1.237879,2,4,3
2,21.009437,1,1,2,3.156309,1,2,3,2,2.279593,1.186868,2,4,3
2,21.538225,1,1,1.887951,3.728377,1,2,2.682107,2,2.234942,1.493538,2,4,3
1,22.828435,1,1,2.786008,3,2,2,2.526193,2,1.935228,3,2,4,3
1,22.814657,1,1,2,3,2,2,2,2,1.193444,2.466496,2,4,3
1,19.576682,1,1,2.342323,3.60885,2,2,2.878866,2,3,1.318333,2,4,3
2,21.814653,1,1,1.874935,3.370362,2,2,2.558773,2,2.316232,1.372134,2,4,3
2,21.979769,1,1,2.213135,3,2,2,2.046766,2,3.273546,1,2,4,3
2,21,1,1,2.273548,2.39007,2,2,1.648404,2,1.874644,2.213696,2,4,3
2,21.0285,1,1,2.780699,1.101404,2,2,1.579207,2,2.254775,1,2,4,3
1,18.721041,1,1,1.687569,2.756405,2,2,2.079131,2,3.942537,1.68273,1,4,3
1,21,1,1,2,3,2,2,1.081597,2,2,1,2,4,3
1,21,1,1,2,3,2,2,1.833055,2,2,1,2,4,3
2,29.463168,1,1,2,3,2,2,1.281683,2,2.619812,1,2,1,3
1,24.284861,1,1,1.989905,3.054899,2,2,2.080968,2,2.217544,1.939736,1,4,3
1,26.288417,1,1,1.947405,3.118013,2,2,2.136159,2,1.784964,1.88868,1,4,3
1,23.455324,1,1,2.162519,3,2,2,2.152666,2,2.178174,2.513839,2,4,3
1,19.637203,1,1,2.923916,3.335876,2,2,2.372444,2,2.415644,1.322436,2,4,3
2,22.239836,2,1,2.99448,3,2,2,1.706568,2,1.784326,1.251969,2,4,3
2,31.62638,1,1,2,3,2,2,1,2,1,2.312385,2,1,3
1,23,1,1,3,3.205009,2,2,2.643468,2,1.998149,2.898239,2,4,3
1,22.874658,1,1,2.507841,3.648194,2,2,1.279756,2,1.243639,2.83753,2,4,3
2,17.420269,2,1,1.836554,1.865238,2,2,2,1,1.431319,2.969517,2,4,3
2,17.807828,2,1,1.773265,2.118153,2,2,1.075239,1,1.185488,2.925292,2,4,3
2,16.240576,1,1,2.388168,1,2,2,1.438018,1,1.221887,2.265827,1,4,3
2,23.252457,2,1,2.286146,2.961113,2,2,2.657303,2,2.92218,2.628337,2,4,3
2,34.772902,1,1,3,2.400943,2,2,1.509734,2,1.267235,1,2,1,3
1,22.766227,1,1,2,2.870005,2,2,1.15031,2,1.427734,2,2,1,3
2,39.214514,1,1,2.487167,3,2,2,2.396977,2,1.577164,1.435173,2,1,3
1,19.858973,2,1,2.185938,1,1,2,2.81353,2,2,2.221333,2,4,3
2,16.370009,1,1,2.206399,1,2,2,2,1,1.94894,2.773463,1,4,3
2,17.992717,1,1,1.952987,1,2,2,1.334856,1,1.743376,2.891324,1,4,3
1,19.179932,1,1,2,1.030416,2,2,2.118716,2,1.539359,1,1,4,3
2,19.621545,2,1,2.908757,2.696051,2,2,1.622827,1,1.549953,1.112196,2,4,3
2,19.755797,2,1,2.628791,2.762883,2,2,1.512035,1,1.414733,1.113339,2,4,3
2,17.099015,1,1,3,2.401341,2,2,2,1,1.664896,2.753745,2,4,3
2,17.25813,1,1,2.749629,2.298612,2,2,2,1,1.547525,2.629473,2,4,3
1,29.153907,2,1,1.595746,3.618722,2,2,1.274389,2,2.514114,1.371167,1,1,3
2,32.278869,1,1,2.885178,2.562895,2,2,1.017006,2,1.588674,1.926392,2,1,3
2,31.793937,1,1,2.372494,2.849848,2,2,1.028538,2,1.675984,1.313135,2,1,3
1,18.014333,1,1,2,2.805436,2,2,2.122884,2,1.145652,1.127335,3,4,3
1,19.685,1,1,2.153639,3.715148,2,2,2.703337,2,3,1.336197,2,4,3
1,19.506389,1,1,2.793561,3.788602,2,2,2.429059,2,3.194543,1.393358,2,4,3
2,19,1,1,2,1.893811,2,2,3,2,2.476339,2.812333,1,4,3
2,18,1,1,2,1.010319,2,2,1.319437,2,1,2.636456,1,4,3
2,18.003153,1,1,2.992329,3,2,2,2.004908,2,2,2.415186,3,4,3
2,18.052394,1,1,2.927409,3,2,2,2.209991,2,2,1.797325,3,4,3
2,19.774317,2,1,2.706134,2.669766,2,2,1.979848,1,1.445348,1.918836,2,4,3
1,21.180346,1,1,2.010684,1.322087,2,2,2,2,1.541497,1.973834,2,4,3
1,21.793724,1,1,2,2.041558,2,2,2.38725,2,1.824927,1,2,4,3
1,20.880161,1,1,2,3,2,2,2,2,2.66649,2.443323,1,4,3
1,21.18354,1,1,2,2.468421,2,2,2,2,3,2,1,4,3
1,32.774488,1,1,2,2.110937,2,2,2.175632,2,2,1,2,5,3
1,31.327609,1,1,2.300408,3.071028,2,2,1.738959,2,1.191247,1,2,1,3
1,29.956198,1,1,2.119643,3.292956,2,2,1.723372,2,1,1.987213,2,1,3
1,21.403421,1,1,2,3,2,2,2,2,3.946552,2.41923,1,4,3
1,22.591439,1,1,2,3,2,2,2,2,1.452178,3,1,4,3
2,28.583944,1,2,2,2.283673,2,2,1.970622,2,2.864358,2.582713,2,4,3
1,38.825189,1,1,2.901924,1.124977,2,2,2.76382,2,1.8554,1.999283,2,1,3
1,35.217173,1,1,2,2.9948,2,2,1.290979,2,1.87599,1.85415,2,1,3
2,20.392665,1,2,2.451009,3,2,2,2,2,3.277344,2.333877,1,4,3
2,22.154854,1,2,2,2.983297,2,2,1.453626,2,1.43896,1.519396,1,4,3
1,19.108796,1,1,2.754646,3,2,2,2.957821,2,3.343754,1.786619,2,4,3
2,20.70768,1,2,2.417635,3,2,2,1.937674,2,2.427145,2,1,4,3
2,20.634694,1,2,2.512719,3,2,2,1.131169,2,1.195489,2,1,4,3
1,22.052152,1,1,1.771693,1.890213,2,2,2,2,1,2.36595,2,4,3
1,22.869778,1,1,1.57223,1.888067,2,2,2,2,1,1.553498,2,4,3
2,22.909992,1,1,2,3,2,2,2,2,1.974224,2.541398,1,4,3
2,23,1,1,2,2.256119,2,2,1.142873,2,1.817176,2.622372,1,4,3
1,24.679807,1,1,2,3,2,2,2.020424,2,1,2,2,4,3
1,23.884212,1,1,2,2.6648,2,2,1.810738,2,1.81989,2,2,4,3
2,25.461411,1,1,2.661556,3,2,2,3,2,1.55282,1.658783,2,4,3
1,31.333798,1,1,2,3,2,2,1.18423,2,1.255579,1.453414,2,4,3
1,24.108711,1,1,2,3,2,2,2.879402,2,1,1.333415,2,4,3
2,28.830558,1,1,3,3,2,2,1.699971,2,2.737224,2,3,1,3
1,17.570089,1,2,2.097373,2.547086,2,2,1.538626,2,2,1.762898,1,4,3
2,19.027574,1,1,2.061461,2.812283,2,2,3,2,1.463442,1.78529,2,4,3
1,25.632447,1,1,1.317729,2.278652,2,2,2,2,2.81674,2.93977,2,4,3
1,22.94313,1,1,1.882235,1.240046,2,2,2,2,1,2.542493,2,4,3
1,23.285553,1,1,2.951591,3,2,2,2.971557,2,1,1.947293,2,4,3
1,23,1,1,2.067817,3,2,2,1.082084,2,1,2.933364,2,4,3
2,25.19291,1,1,2.54527,3,2,2,2.269564,2,1.514233,2,3,4,3
1,34.389906,1,1,2,1.660768,2,2,2.482294,2,1.892315,1,1,1,3
2,26.595893,1,1,2,2.597608,2,2,2,2,1,1.434298,3,4,3
1,55.24625,2,1,2,3,2,2,2,2,2,1,1,1,3
1,34.543563,1,1,2.694281,3,2,2,2.653831,2,2.96583,1.892289,1,1,3
1,21.808159,1,1,2,3,2,2,2,2,1.836619,3,1,4,3
1,18.118277,1,1,2.821977,2.044035,2,2,1.954968,2,2,1.854536,1,4,3
2,42.189023,1,1,2,3,2,2,1,2,1,2.48289,1,1,3
1,22,1,1,2,2.038373,2,2,2,2,3.71835,2.516576,2,4,3
2,28.770852,1,2,2,1,2,2,1,2,1.363272,1,1,4,3
2,25.483381,1,2,2,1,2,2,1,2,1.741644,1,1,4,3
2,21.67315,1,2,2,1.474836,2,2,2,2,1.374848,1.623913,1,4,3
2,23.469538,1,2,2.252472,3.986652,2,2,2,2,1.944386,1.891636,1,4,3
1,23,1,1,2,2.720642,2,2,1.5197,2,1.379475,2.143435,2,4,3
1,23,1,1,2,1.976744,2,2,1.628997,2,1.881584,2.237675,2,4,3
2,38.464538,1,1,3,3,2,2,2.981604,2,1,1,1,1,3
2,37.496175,1,1,2.033745,3,2,2,1.517225,2,1,2.527897,1,1,3
2,33.690239,1,1,3,2.679724,2,2,1.999737,2,2.747447,1.682773,1,1,3
2,34.369686,1,1,2.595128,1.619796,2,2,1.642251,2,1.663842,1.999368,1,1,3
1,31.426573,1,1,2.759286,2.59257,2,2,2.549617,2,2.437344,1.529395,2,1,3
1,34.288249,1,1,2,1.546665,2,2,3,2,2,1,2,1,3
2,18.863875,1,2,3,3.339914,2,2,2,2,2,2,2,4,3
2,18.951144,1,2,3,3.884861,2,2,2,2,2,2,2,4,3
1,19.671876,1,2,1.925064,2.358298,2,2,2.774043,2,1,1.233566,1,4,3
1,50.832559,1,1,2,3,2,2,1.774778,2,1.944366,1,1,1,3
1,17.971574,1,1,2,3,2,2,2.802498,2,2,1.42758,2,4,3
1,18,1,1,2.846981,3,2,2,2.87781,2,2,1.439182,2,4,3
1,18.701766,1,1,2.650629,1,2,2,1.708083,2,2.876152,1.938792,2,4,3
2,34.389679,1,1,3,1.802305,2,2,2,2,1.491877,1,1,1,3
1,17.178483,1,1,2,3,2,2,3,2,2.173428,1.652914,2,4,3
1,33.0816,1,1,2,2.7976,2,2,2.991671,2,3.248748,1,1,1,3
1,33.270448,1,1,2.631565,2.627173,2,2,2.253422,2,3.691756,1.845774,1,1,3
2,36.310292,1,1,2,1,2,2,2,2,2.473273,1,1,1,3
2,20,1,2,2.522399,1.032887,2,2,2.397653,2,3.458699,1.441187,2,4,3
2,18.549437,1,2,3,3.014808,2,2,2,2,2.997539,2,2,4,3
1,34.243146,1,1,2,2.271734,2,2,2.629043,2,2,1.175833,2,1,3
1,23.32012,1,1,2.784471,2.122545,2,2,2.984153,2,3.264473,1.313978,2,4,3
1,19.703095,1,2,1.650505,3,2,2,2,2,2.74344,2,2,4,3
1,19.223259,1,2,1.961347,3,2,2,2,2,2.655488,2,2,4,3
1,29.695603,1,1,2.133955,2.902766,2,2,1.753464,2,2.739987,2,2,4,3
1,27,1,1,2.684528,1,2,2,1.05668,2,2.526247,1.184116,2,4,3
1,21.027662,1,1,2.265973,2.687502,2,2,2,2,3.32733,1.648533,2,4,3
1,33.015258,1,1,2,3,2,2,2.205911,2,2.394496,1,1,1,3
1,18,1,2,3,3,2,2,2,2,2.372667,1.255378,2,4,3
1,30.553097,1,1,2,1.178708,2,2,1.791286,2,1.894463,1.376364,2,4,3
1,33,1,1,2,3,2,2,1.117464,2,2,1.663649,2,4,3
1,24.911994,1,1,1.306844,2.279546,2,2,2,2,1,1.739619,2,4,3
1,24.444846,1,1,2,2.677693,2,2,2.693978,2,1,1.688123,2,4,3
2,19.911246,1,2,2.258795,3.53009,2,2,1.172186,2,1.678944,2,1,4,3
2,34.204408,1,1,2,3,2,2,2.641642,2,1.385889,2.51312,1,1,3
2,34.281681,1,1,2.689929,1.835543,2,2,1.718569,2,1.674448,1.717346,1,1,3
1,23.384374,1,1,2.712747,2.853676,2,2,1.526313,2,2,1.273665,2,4,3
2,43.238402,1,1,2.353603,2.337035,2,2,1.830614,2,1.716387,1,1,1,3
2,45,1,1,2.598051,3,2,2,1,2,1,1,1,1,3
1,22.087389,1,1,1.718156,1.631184,2,2,2,2,1,1.316234,2,4,3
1,21.378039,1,1,2,3,2,2,2,2,3.732646,2.369983,1,4,3
1,31.398281,1,1,2,1.005391,2,2,2.001936,2,2,1,2,4,3
1,31.484494,1,1,2.795086,3.250467,2,2,1.367876,2,1.133958,1,1,1,3
1,21.709159,1,1,2,3,2,2,2,2,3.949744,2.693387,1,4,3
2,30.711381,1,2,2.030256,2.948721,2,2,1.984323,2,1.986424,1.333673,1,4,3
1,34.821442,1,1,2,1.80993,2,2,2.174835,2,1.441925,1.131253,2,1,3
2,20.843363,1,2,2.493448,3,2,2,1.849997,2,1.954459,2.444533,1,4,3
1,19.443639,1,1,2.442536,3,2,2,2.825629,2,4,1,2,4,3
2,20.492077,1,2,2.003951,3,2,2,1.207978,2,2.926752,2.338995,1,4,3
1,22.944349,1,1,1.34138,1.94671,2,2,2,2,1,1.975514,2,4,3
2,23,1,1,2,2.9796,2,2,1.964435,2,1.289957,2.73326,1,4,3
1,24.06894,1,1,2,2.994198,2,2,2.747302,2,1,1.799756,2,4,3
2,23.728707,1,1,2,3,2,2,2.13755,2,1,1.234977,1,4,3
1,29.216019,1,1,2,1.894384,2,2,2,2,1,1,2,4,3
1,24.751511,1,1,2.607335,3,2,2,2,2,1.452119,1.631866,2,4,3
2,28.977792,1,1,3,3,2,2,1.507638,2,2.83444,2,3,1,3
1,17.441593,1,2,2.061384,2.579291,2,2,1.909253,2,2,1.963468,2,4,3
2,19.126145,1,2,2.696381,3,2,2,2.472964,2,2.856229,2,2,4,3
1,24.122589,1,1,1.116068,2.449067,2,2,2,2,1.93645,2.97227,2,4,3
1,23,1,1,2.116432,3,2,2,1.002292,2,1,2.166718,2,4,3
2,28.824194,1,1,3,3,2,2,2.147074,2,2.426176,2,3,1,3
1,34.204611,1,1,2.031246,3,2,2,2.803002,2,2.98448,1.428633,1,1,3
2,28.167799,1,1,2.938031,1.532833,2,2,1.931242,2,1.535113,1.372942,3,1,3
1,55.137881,1,1,2,3,2,2,2,2,2,1,1,1,3
1,34.970367,1,1,2.884212,3,2,2,3,2,3,1.8334,1,1,3
1,20.986834,1,1,2,2.961706,2,2,2,2,2.662556,2.224726,1,4,3
2,38.378056,1,1,2.444599,3,2,2,1.029798,2,1,1,1,1,3
1,22.18881,1,1,2,1.152521,2,2,1.723159,2,2.49126,2.194942,2,4,3
2,21.082384,1,2,2,1.104642,2,2,1,2,1,1.969197,1,4,3
2,25.293202,1,2,2,1,2,2,1.639807,2,1.173227,1,1,4,3
1,23,1,1,2,1.729553,2,2,1.400247,2,1.887934,2.122983,2,4,3
2,39.170029,1,1,3,3,2,2,2.994515,2,1,1,1,1,3
2,34.044229,1,1,2.976975,1.346987,2,2,1.868349,2,1.713548,1.879333,1,1,3
1,33.182127,1,1,2,1.977221,2,2,3,2,2,1,2,1,3
2,19.821996,1,2,2.766036,2.443812,2,2,2.707927,2,1.713849,1.837439,2,4,3
1,19.149706,1,2,1.096455,2.491315,2,2,2.450069,2,1,1.736228,2,4,3
1,46.491859,1,1,2.129969,3,2,2,1.568035,2,1.871237,1,1,1,3
1,17.894784,1,2,2.019674,2.843319,2,2,2.832004,2,2,1.618617,2,4,3
1,18.88485,1,2,2.735297,2.157164,2,2,1.087166,2,1.221274,1.113695,1,4,3
2,38.384177,1,1,3,3,2,2,2.503198,2,1,1,1,1,3
1,22.675679,1,1,1.588782,2.601675,2,2,2.469469,2,2.746548,2.886855,2,4,3
1,33.049121,1,1,2,1.171027,2,2,2.405172,2,3.411383,1,1,1,3
2,37.205173,1,1,2.01054,2.77684,2,2,1.651548,2,1,1.791967,1,1,3
2,19.027417,1,2,3,3.362758,2,2,2,2,3.893933,2,2,4,3
1,37.492444,1,1,2,1.672706,2,2,2.766674,2,2,1.137193,2,1,3
1,24.657598,1,1,2.689577,2.714115,2,2,2.279214,2,1.971662,1.838549,2,4,3
1,18.011718,1,1,2.413156,2.521546,2,2,1.985312,2,1.11715,1.965464,2,4,3
1,27.349745,1,1,2.923433,1.338033,2,2,1.944095,2,2.942839,2,2,4,3
1,18,1,1,3,3,2,2,2,2,3.141826,1.861332,2,4,3
1,33.009285,1,1,2,3,2,2,2.035954,2,2.321746,1,1,1,3
1,18,1,1,2.882522,3,2,2,2.452986,2,2,1.746652,2,4,3
1,30.079371,1,1,2,3,2,2,1.622638,2,1.144745,1.215895,2,4,3
1,25.035915,1,1,1.973499,1.081805,2,2,2,2,1,1.464133,2,4,3
2,18.198322,1,2,3,3.087119,2,2,2,2,2.414873,2,1,4,3
2,35.456326,1,1,2.156065,2.909117,2,2,1.221281,2,1.514379,2.796236,1,1,3
1,23.806789,1,1,2.992205,3,2,2,2.413813,2,1.458347,1.688393,2,4,3
2,39.392569,1,1,2.944287,1.466393,2,2,2.442775,2,1.675363,1.779334,1,1,3
1,21.384259,1,1,1.780746,1.471053,2,2,2,2,1.467563,1.568668,2,4,3
1,22.730414,1,1,2.164062,2.983201,2,2,2.168904,2,1.753936,1,2,4,3
1,21.20563,1,1,2,3,2,2,2,2,3.847762,2.423375,1,4,3
1,21.333429,1,1,2,2.783336,2,2,2,2,3.546625,2.316535,1,4,3
1,32.787101,1,1,2,1.863012,2,2,2.196471,2,2,1,2,1,3
1,32.610018,1,1,2.247704,3.053598,2,2,1.919629,2,1.418134,1,1,1,3
1,30.022598,1,1,2.011656,3.165837,2,2,1.844645,2,1.889964,1.395979,1,1,3
1,21.123048,1,1,2,3,2,2,2,2,3.371555,2.343144,1,4,3
2,22.989846,1,1,2,3,2,2,2,2,1.246929,3,1,4,3
2,24.320154,1,2,2.03414,2.741413,2,2,1.996384,2,2.376553,2.129453,1,4,3
1,37.275298,1,1,2.746408,1.058123,2,2,2.265727,2,1.885644,1.673418,1,1,3
